股票代號,股票名稱,產業別,公司名稱,英文名稱,成立時間,上市時間,資本額,目前市值,發行股數,財報編制類型,董事長,總經理,發言人,代理發言人,統一編號,總機電話,傳真電話,公司電郵,公司網址,中文地址,英文地址,主要業務,股票過戶機構,過戶機構電話,過戶機構地址,簽證會計事務所,簽證會計師,投資人關係聯絡人,投資人關係連絡電話,利害關係人專區網址,上市/上櫃,每股面值,公司債發行,特別股,盈餘分派頻率,發言人職稱,聯絡人職稱,聯絡人電子郵件,國外企業註冊地
2911,麗嬰房,貿易百貨業,麗嬰房股份有限公司,Les enphants,6/18/1973,6/18/1973,18.5 億元,15.6 億元,"184,677,775 股  (含私募0股)",合併,林柏蒼,張育韶,張育韶,蔡明錡,4377371,87976699,87978698,IR@lesenphants.com.tw,http://www.enphants.com/c/index.php,台北市內湖區陽光街321巷60號,"No.60,Lane321,Yang-kwang StreetTaipei Taiwan R.O.C",成衣服飾製造及買賣業務各種家具、鞋襪、飾品等百貨之製造及買賣業務各種玩具之製造及買賣,永豐金證券股務代理部,23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,"卓明信, 施景彬",張育韶,(02) 8797-6699,http://www.enphants.com/c/stakeholder.php,上市,新台幣 10 元,無,0 股,每年,總經理,總經理,ir@lesenphants.com.tw,
2912,統一超,貿易百貨業,統一超商股份有限公司,PCSC,6/10/1987,6/10/1987,104 億元,2781 億元,"1,039,622,255 股  (含私募0股)",合併,羅智先,黃瑞典,徐光宇,謝蓮塘 協理,22555003,(02)27478711,(02)27478181,spokesman@mail.7-11.com.tw,http://www.7-11.com.tw,台北市東興路65號2樓,"2F,65 Tung Hsing Rd,.105Taipei,Taiwan,R.O.C.",超級商店之經營;煙酒.家庭用品之零售,統一綜合證券(股)公司股務代理部,(02)27463797,105台北市松山區東興路8號B1,資誠聯合會計師事務所,"梁益彰, 周建宏",姬亭竹,(02)27478711,http://www.7-11.com.tw/communication.asp,上市,新台幣 10 元,無,0 股,每年,專案協理,投資人關係TEAM經理,chelseachi@mail.7-11.com.tw,
2913,農林,貿易百貨業,台灣農林股份有限公司,TTC,6/15/1950,6/15/1950,79 億元,159.6 億元,"790,000,000 股  (含私募83,250,000股)",個別,吳清源,林金燕,高力川,鄭光志.黃珮禎,7525207,(02)2655-7799,(02)2655-7700,service@ttch.com.tw,http://www.ttch.com.tw,台北市南港區115南港軟體工業園區F棟園區街3號15樓,"15F., No.3, Park St., Nangang Dist.Taipei City 115, Taiwan (R.O.C.)",茶葉及相關休閒產業貿易土地開發,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,"張志銘, 馬君廷",高力川,02-26557799,http://www.ttch.com.tw/stakeholder/stakeholder,上市,新台幣 10 元,無,0 股,每年,公共事務處副總經理,公共事務處副總經理,Lee Kao@ttch.com.tw,
2915,潤泰全,貿易百貨業,潤泰全球股份有限公司,RUENTEX IND.LTD,1/14/1976,1/14/1976,56.5 億元,479.6 億元,"564,860,594 股  (含私募0股)",合併,王綺帆,徐志漳,李天傑,徐志漳,14053007,81617999,81617968,cmc@mail.ruentex.com.tw,www.ruentex.com.tw,台北市八德路二段三０八號十三樓之一,"13/F,No.308,Section 2, Bade Road,Taipei,Taiwan,Republic of China",天然棉．纖維．紡織品之製造加工染整印花營銷及進出口貿易業務農畜水產品．雜貨．衣著．建材．家具及裝飾品之批發及零售業務委託營造商興建國民住宅．商業大樓出租．出售業務,本公司股務室,81617999,台北市八德路二段三０八號十二樓,資誠聯合會計師事務所,"王照明, 杜佩玲",李天傑,81617999,www.ruentex.com.tw/financial/Financial_cn.htm,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,rt000353@mail.ruentex.com.tw,
2923,鼎固-KY,建材營造業,鼎固控股有限公司,Sino Horizon,12/5/2007,12/5/2007,174 億元,589.1 億元,"1,740,296,982 股  (含私募0股)",合併,張洪本,張能耀,張能耀,馮安怡,31896684,8621-64332999,8621-64332999,ir@sinohorizon.cn,http://www.sinohorizon.cn/,新北市汐止區康寧街751巷1號(台北聯絡處),"450#, Ruijin 2 road, Huangpu District,Shanghai, PRC",不動產開發不動產租售不動產管理及其他,富邦綜合證券(股)公司股務代理部,(02)23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,"鄭旭然, 陳俊宏",蕭乃菁,21-64332999,http://www.sinohorizon.cn/,上市,新台幣 10 元,無,0 股,每年,總經理,經理,ir@sinohorizon.cn,
2929,淘帝-KY,貿易百貨業,淘帝國際控股有限公司,TOPBI,10/3/2012,10/3/2012,10.9 億元,10.4 億元,"109,493,838 股  (含私募0股)",合併,周訓財,周志鴻,陳建瑋,莊凌鋒,54381224,(02)27938077,(02)27938077,topbi@topbi.cn,http://www.topbi.com.tw,台北市內湖區新湖一路97號2樓,"2F.,NO.97.XINHU 1ST RD,NEIHU DIST.,TAIPEI CITY,TAIWAN",自有品牌童裝及配飾之設計開發及銷售,福邦證券股份有限公司股務代理部,(02)23711658,台北市中正區忠孝西路一段六號六樓,信永中和聯合會計師事務所,"陳光慧, 郭鎮宇",陳建瑋,(02)27938077,http://www.topbi.com.tw/contacts/contact_mail_tw,上市,新台幣 10 元,無,0 股,每年,財務長,財務長,topbi@topbi.cn,
2939,凱羿-KY,貿易百貨業,凱羿國際集團股份有限公司,KE,5/28/2015,5/28/2015,4.55 億元,15.4 億元,"45,548,665 股  (含私募0股)",合併,蔡謀賦,蔡謀賦,呂芳誠,蔡謀賦,72768516,(02)2929-5373,(02)2929-5371,ir@kayeetv.com.tw,www.kayeetv.com,新北市永和區永和路二段59號8樓,"8F., No.59, Sec. 2, Yonghe Rd., Yonghe Dist.,New Taipei City, Taiwan (R.O.C.)",衛星電視購物及購物台購物通路商品開發、製造及銷售郵購網購及In Store TV 店中店通路商品開發、製造及銷售,中國信託商業銀行股份有限公司,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"廖婉怡, 張耿禧",呂芳誠,(02)2929-5373,www.kayeetv.com,上市,新台幣 10 元,無,0 股,每半會計年度,財務長,財務長,ir@kayeetv.com.tw,
3002,歐格,電腦及週邊設備業,歐格電子工業股份有限公司,AHOKU,8/1/1983,8/1/1983,10.2 億元,12.9 億元,"102,000,000 股  (含私募0股)",合併,李廣浩,李廣浩,林瑞峰,陳玫伶,31306250,(02)2799-1199,(02)2799-9099,ahoku@ahoku.com,http://www.ahoku.com.tw,台北市內湖區內湖路一段88號5樓,"5F,No.88,Sec.1,Nei-Hu Rd.Taipei,Taiwan,R.O.C.",電源及雲端智慧管理裝置電路保護元件博弈機觸控螢幕及周邊設備,富邦綜合證券股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓(壽德大樓),勤業眾信聯合會計師事務所,"謝建新, 池瑞全",林瑞峰,(02) 2799-1199,https://www.ahoku.com.tw/zh-TW/page/-/Social-Respo,上市,新台幣 10 元,無,0 股,每年,協理,協理,kevin.lin@ahoku.com,
3003,健和興,電子零組件業,健和興端子股份有限公司,KST,2/10/1978,2/10/1978,15.6 億元,104.6 億元,"155,654,890 股  (含私募0股)",合併,鄭克彬,鄭景壬,曾玉卿,黃淑雯,59276051,(04)7580001,(04)7580003,kst@ksterminals.com.tw,http://www.ksterminals.com.tw,彰化縣線西鄉彰濱東三路8號,"8,E,3rd ROAD,CHANG PIN IND.PARKHSIEN SHI,CHANG HWA,TAIWAN,R.O.C.",端子,凱基證券股份有限公司,(02)23148800,台北市重慶南路一段2號5樓,安永聯合會計師事務所,"黃子評, 涂清淵",曾玉卿,(04)7580001-310,www.ksterminals.com.tw,上市,新台幣 10 元,有,0 股,每年,財務部經理,財務部經理,ir@ksterminals.com.tw,
3004,豐達科,鋼鐵工業,豐達科技股份有限公司(原宏達),NAFCO,10/14/1997,10/14/1997,5.26 億元,29.4 億元,"52,647,155 股  (含私募0股)",合併,蔡豐賜,林威村,李家駒,李文正,16095404,03-450-8868,03-460-4114,IR@nafco.com.tw,http://www.nafco.com.tw,桃園市平鎮區太平東路5號,"No.5, Taiping E. Rd., Pingzhen DistTaoyuan City ,TAIWAN, R.O.C.",飛機用及船舶用扣件、結構件之製造、加工、代理及買賣業務車輛用及工業用扣件、結構件之製造、加工、代理及買賣業務產品設計業,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,"吳偉豪, 李燕娜",李家駒,03-450-8868,http://www.nafco.com.tw,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,IR@nafco.com.tw,
3005,神基,電腦及週邊設備業,神基科技股份有限公司,Getac,10/5/1989,10/5/1989,58.9 億元,324.1 億元,"589,247,650 股  (含私募0股)",合併,黃明漢,黃明漢,黃明漢,孫偉倖,22099532,03-5782280,03-5778270,stocks@getac.com.tw,https://www.getacgroup.com,新竹科學園區新竹縣研發二路1號4樓,"4TH FL., No.1, R&D 2ND RD., Hsin-chu Science-Based Industrial Park,Hsin-chu Hsien,Taiwan,R.O.C","設計,製造及銷售筆記型電腦,強固型攜帶式電腦,行動智慧監控系統模具設計、模具製造、以及模具成型件航太扣件、汽車機構件",中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,"劉倩瑜, 鄭雅慧",孫偉倖,02-27857888 #5124,https://tw.getacgroup.com/sustainability/index.php,上市,新台幣 10 元,無,0 股,每年,總經理,總監,stocks@getac.com.tw,
3006,晶豪科,半導體業,晶豪科技股份有限公司,ESMT,6/2/1998,6/2/1998,28.6 億元,354.3 億元,"285,758,925 股  (含私募0股)",合併,陳興海,張明鑒,吳鴻基,張幸珠,16130280,03-5781-970,03-5781971,spokesman@esmt.com.tw,www.esmt.com.tw,新竹科學園區新竹市工業東四路23號,"NO 23,Industry E. RD. IV ,Science-Based Industrial Park,Hsinchu, Taiwan, R.O.C.",動、靜態隨機存取記憶體(DRAM/SRAM)、快閃記憶體(FLASH)類比積體電路、類比與數位混合積體電路與本公司業務相關之產品設計及研發之技術服務,群益金鼎證券股份有限公司,02-2702-3999,台北市敦化南路二段97號地下二樓,資誠聯合會計師事務所,"鄭雅慧, 李典易",吳鴻基,03-5781-970,http://www.esmt.com.tw/taiwan/main_stakeholder.htm,上市,新台幣 10 元,無,0 股,每年,特別助理,特別助理,spokesman@esmt.com.tw,
3008,大立光,光電業,大立光電股份有限公司,LARGAN,4/17/1987,4/17/1987,13.4 億元,4024.2 億元,"134,140,197 股  (含私募0股)",合併,林恩舟,林恩平,林恩平,黃印嘉,22480876,04-36002345,04-36006692,precision@largan.com.tw,www.largan.com.tw,台中市南屯區精科路11號,"No.11, Jingke Rd., Nantun Dist., Taichung City 40852, Taiwan.Taichung,Taiwan",各式光學鏡頭模組觀景器模組與光電零組件以上產品之研發設計生產銷售與技術服務等,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,"郭士華, 吳俊源",黃印嘉,04-36002345,http://www.largan.com.tw/html/about/governance.php,上市,新台幣 10 元,無,0 股,每年,執行長,代理發言人,invest@largan.com.tw,
3010,華立,電子通路業,華立企業股份有限公司,WAH LEE,10/1/1968,10/1/1968,23.1 億元,192.7 億元,"231,390,138 股  (含私募0股)",合併,張瑞欽,張尊賢,黃露慧,林仁智,75514419,07-2164311,07-2811480,service@wahlee.com,http://www.wahlee.com,高雄市前金區中正四路235號10樓,"10F,No.235,Chung Cheng 4th RoadKaohsiung,Taiwan,R.O.C",半導體製程用材料及設備、資訊通訊用材料及設備。平面顯示器材料及設備、印刷電路板用材料、設備及零組件。光電材料及設備、工業材料及新材料。,台新國際商業銀行股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,"吳秋燕, 陳珍麗",林振全,02-27152087 ext22061,http://www.wahlee.com/ZH/StackHolder,上市,新台幣 10 元,有,0 股,每年,董事長特別助理,經理,eric.lin@wahlee.com,
3011,今皓,電子零組件業,今皓實業股份有限公司,JH,1/11/1983,1/11/1983,11.3 億元,9.13 億元,"112,719,251 股  (含私募0股)",合併,林文煌,吳家鑫,朱美珍,胡耀宗,20950226,2918-9189,2918-1334,hudenny@jh.com.tw,www.jh.com.tw,新北市新店區寶興路53號,"NO.53,PAO HSIN ROAD,HSIN TIEN DIST.NEW TAIPEI CITY ,TAIWAN,R.O.C",有關電腦及其週邊產品、電子消費性與通訊用產品之連接線,台新國際商業銀行股務代理部,2504-8125,台北市建國北路一段96號B1,勤業眾信會計師事務所,"張敬人, 陳致源",胡先生,2918-9189分機175,http://www.jh.com.tw/shareholder-interested.php,上市,新台幣 10 元,無,0 股,每年,財會部經理,公關室主任,hudenny@jh.com.tw,
3013,晟銘電,電腦及週邊設備業,晟銘電子科技股份有限公司,UNEEC,6/17/1976,6/17/1976,15.6 億元,22.8 億元,"155,935,018 股  (含私募0股)",合併,林木和,羅志吉,黃世杰,蘇忠慶,4777186,02-2797-3999,02-2797-5058,jimmy_huang@tw.uneec.com,http://www.uneec.com/,台北市內湖區民權東路六段27號2~6F,"2~6F, No.27 ,Sec.6 Mincyuan E. Rd.,Neihu DistrictTaipei , Taiwan",PC、NB、Server、TV及行動產品等機構件與沖壓、射出、組裝、銷售精密模具設計製造銷售,中國信託代理部,02-6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,"顏幸福, 王怡文",黃世杰,2797-3999#8758,http://www.uneec.com/tw/stakeholder,上市,新台幣 10 元,無,0 股,每年,財務處協理,財務處協理,jimmy_huang@tw.uneec.com,
3014,聯陽,半導體業,聯陽半導體股份有限公司,ITE,5/29/1996,5/29/1996,16.1 億元,172.4 億元,"161,080,124 股  (含私募0股)",合併,胡鈞陽,林弘堯,王詹定,劉燦煌,84149717,(03)5798658,(03)5794534,itesupport@ite.com.tw,www.ite.com.tw,新竹縣新竹科學園區創新一路13號3樓,"NO. 13, Chuangsin 1st Rd,Science Park, Hsinchu 30076, Taiwan, ROCHsin-chu , Taiwan 30076 , R.O.C.",電腦週邊控制IC資訊家電相關IC液晶螢幕顯示器相關IC,宏遠證券股份有限公司,(02)23268818,臺北市信義路四段236號3樓,安永聯合會計師事務所,"邱琬茹, 許新民",王詹定,03-5798658#21168,http://www.ite.com.tw/zh-tw/csr/stockholder,上市,新台幣 10 元,無,0 股,每年,專案副總經理,專案副總經理,Stanley.Wang@ite.com.tw,
3015,全漢,電子零組件業,全漢企業股份有限公司,FSP,4/15/1993,4/15/1993,18.7 億元,92 億元,"187,261,950 股  (含私募0股)",合併,鄭雅仁,鄭雅仁,姚文鈞,李芙蓉,84239055,(03)3759888,(03)3756966,cqe@fsp-group.com.tw,https://www.fsp-group.com,桃園市桃園區建國東路22號,"No.22,Jianguo E,Rd.,Taoyuan City330,Taiwan, R.O.C.",電源供應器之製造銷售,兆豐證券股份有限公司股務代理部,(02)33930898,台北市忠孝東路2段95號1樓,安侯建業聯合會計師事務所,"關春修, 趙敏如",姚文鈞,(03)3759888,https://www.fsp-group.com,上市,新台幣 10 元,無,0 股,每年,經理,經理,cqe@fsp-group.com.tw,
3016,嘉晶,半導體業,嘉晶電子股份有限公司,EPi,11/9/1998,11/9/1998,28 億元,191.6 億元,"279,635,585 股  (含私募0股)",合併,徐建華,孫慶宗,范桂榮,林婷苑,16130388,03-5632255,03-5632148,epi@epi.episil.com,www.epi.episil.com,新竹市科學工業園區篤行一路10號,"No.10 Dusing Road I,Science Park ,Hsin Chu City,TaiwanHsin-Chu City, Taiwan, R.O.C",矽磊晶、化合物半導體磊晶晶圓之開發、製造與銷售,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,"謝智政, 林玉寬",范桂榮,03-5632255,http://www.epi.episil.com/stakeholders/contact-us,上市,新台幣 10 元,無,0 股,每年,發言人,發言人,famy.fan@epi.episil.com,
3017,奇鋐,電腦及週邊設備業,奇鋐科技股份有限公司,AVC,12/17/1991,12/17/1991,35.3 億元,244.5 億元,"353,310,157 股  (含私募0股)",合併,沈慶行,沈慶行,陳易成,李怡芬、郭惠英,86427715,07-8157612,07-8120018,stock@avc.com.tw,http://www.avc.co,高雄市前鎮區新生路248之27號,"No. 248-27, Hsin-Sheng Rd., Chien Zhen District,Kaohsiung, Taiwan, R.O.C.",3C電子產品,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號地下一樓,安永聯合會計師事務所,"陳政初, 黃世杰",郭惠英,02-22996930,http://www.avc.co/zh-tw/CorporateResponsibility/St,上市,新台幣 10 元,無,0 股,每年,副總經理,公司治理主管,patty_kuo@avc.co,
3018,同開,其他電子業,同開科技工程股份有限公司,TUNG KAI,1/5/1996,1/5/1996,7.31 億元,13 億元,"73,147,132 股  (含私募8,982,831股)",合併,許偉良,呂金晃,溫雅貴,呂金晃,96924451,(02)8501-5778,(02)8501-5159,tkmail@tkte.com.tw,www.tkte.com.tw,台北市中山區明水路602號3樓,"3F., No. 602, Mingshui Rd., Zhongshan Dist.,Taipei City ,Taiwan (R.O.C.)",機電系統整合工程事業廢棄物處理,統一綜合證券股份有限公司,(02)2747-8266,台北市松山區東興路8號B1樓,正風聯合會計師事務所,"周銀來, 賴家裕",溫呈祥,(02)8501-5778,www.tkte.com.tw,上市,新台幣 10 元,有,0 股,每年,協理,總管理處經理,tkmail@tkte.com.tw,
3019,亞光,光電業,亞洲光學股份有限公司,ASIA,10/9/1980,10/9/1980,28.1 億元,250.7 億元,"281,083,901 股  (含私募0股)",合併,賴以仁,林泰朗,張士駿,林侑政,55921894,(04)2533-5175,(04)2534-2302,ir@aoci.com.tw,www.asia-optical.com,台中市潭子區台中加工出口區南二路22-3號,"No. 22-3 South Second RoadT.E.P.Z., Taichung City 427 Taiwan, ROC",照相機、距離計、攝影機、望遠鏡、顯微鏡、複印機傳真機、光碟機用光學鏡片及光學鏡片組合體之製造、加工與外銷等,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,"蘇定堅, 吳麗冬",張士駿,(04)2533-5175,http://www.asia-optical.com/sub_level.php?ls=228,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,ir@aoci.com.tw,
3021,鴻名,電子零組件業,鴻名企業股份有限公司,WELLTEND,5/25/1993,5/25/1993,9.4 億元,30.1 億元,"94,000,000 股  (含私募0股)",合併,張允騰,王祥宇,林冠宇,黃小菁,84274833,(02)8768-2688,(02)8768-2588,ir@welltend.com.tw,www.welltend.com.tw,台北市東興路59號6樓,"6F, No.59, Tung Hsing Road,　Taipei, Taiwan, R.O.C.","連接器.連接線組,電子元件產品之研發.生產及銷售家電.空調.汽車.事務機器設備相關接線組之研發.生產及銷售電腦資訊系統整合及維護服務",中國信託商業銀行,02-66365566,台北市中正區重慶南路1段83號5樓,安侯建業聯合會計師事務所,"王怡文, 羅瑞蘭",林冠宇,(02)8768-2688,http://www.welltend.com.tw/,上市,新台幣 10 元,有,0 股,每年,資深副總經理,資深副總經理,ir.welltend.com.tw,
3022,威強電,電腦及週邊設備業,威強電工業電腦股份有限公司,IEI,4/17/1997,4/17/1997,17.7 億元,97.3 億元,"176,597,790 股  (含私募0股)",合併,張明智,江重良,陳怡蓉,周慧琪,97445303,(02)2690-2098,(02)2649-1178,ir@ieiworld.com,www.ieiworld.com/,新北市汐止區中興路29號,"No.29, Zhongxing Rd., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)",本公司為全球工業電腦之供應廠商，專門設計、生產、及銷售各種網路通訊與自動化設備產品。主要產品類有單板/嵌入型/液晶顯示電腦、伺服器、網路儲存設備、工業機箱、介面卡、工作站、電源供應器,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路2段97號B2,安侯建業聯合會計師事務所,"陳宗哲, 韓沂璉",周慧琪,02-26902098,new.ieiworld.com/tw/finance/con_show.php?op=showon,上市,新台幣 10 元,無,0 股,每年,經理,副理,peggy@ieiworld.com,
3023,信邦,電子零組件業,信邦電子股份有限公司,SINBON,12/6/1989,12/6/1989,23.3 億元,619.2 億元,"232,777,468 股  (含私募0股)",合併,王紹新,梁偉銘,張集州,邱丞蔓,23542766,037-330099,037-367945,matthew@sinbon.com,www.sinbon.com,苗栗市國華路582號,"582 Kuo Hwa Rd Miaoli 360,Taiwan",各種電子零件加工、製造及其成品之買賣業務電腦週邊設備、通訊器材、電腦通訊網路及其零組件之製造加工買賣代理各種電子零件有關產品之報價經銷,台新國際商業銀行股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,"黃子評, 陳明宏",張集州,Chang Chi Chou,www.sinbon.com,上市,新台幣 10 元,無,0 股,每年,處長,處長,matthew@sinbon.com,
3024,憶聲,光電業,憶聲電子股份有限公司,ACTION,7/21/1976,7/21/1976,27.7 億元,41 億元,"277,157,496 股  (含私募0股)",合併,彭亭玉,許文堂,許文堂,莊瑞玉,44955117,03-4515494,03-4520697,acct@action.com.tw,www.action.com.tw,桃園市中壢區中園路198號,"198 CHUNG YUAN RD., CHUNG LI IND.ZONE CHUNG LI TAIWAN R.O.C",電子製造事業體系流通服務事業體系倉儲物流事業體系,元大證券(股)公司,02-25865859,台北市大同區承德路三段210號B1,正風聯合會計師事務所,"吳欣亮, 彭莉真",許文堂,03-4515494,www.action.com.tw,上市,新台幣 10 元,有,0 股,每年,總經理,發言人,Tom_hsu@action.com.tw,
3025,星通,通信網路業,星通資訊股份有限公司,LOOP,12/3/1991,12/3/1991,7.09 億元,20.4 億元,"70,920,550 股  (含私募0股)",合併,葉茂林,葉茂林,蔡幸娟,鄭麗櫻,22099863,03-5787696,03-5787695,sandy_tsaih@looptelecom.com,www.looptelecom.com,新竹科學工業園區新安路八號七樓,"7F,NO.8,Hsin Ann Rd.Science-Based Industrial Park　Hsinchu,300092 Taiwan.",網路存取設備產品群,元大證券股份有限公司,2586-5859,10366 台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,"林政治, 黃裕峰",蔡幸娟,03-5787696#1068,www.looptelecom.com/cht.php,上市,新台幣 10 元,無,0 股,每年,事業發展部協理,事業發展部協理,sandy_tsaih@looptelecom.com,
3026,禾伸堂,電子零組件業,禾伸堂企業股份有限公司,HOLY STONE,6/1/1981,6/1/1981,15.8 億元,208.5 億元,"157,990,779 股  (含私募0股)",合併,唐錦榮,唐錦榮,黃建融,張淑英,20891326,(02)2627-0383,(02)2658-9558,IR@holystone.com.tw,http://www.holystone.com.tw,台北市內湖區環山路二段六十二號一樓,"1F1, NO.62, Sec.2. Huang Shan Rd., Nei HU Dist.,Taipei,Taiwan , R.O.C.",被動元件系統模組主動元件,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,"許明芳, 王清松",蕭春婷,(02)2627-0383 #249,http://www.holystone.com.tw/duty.do?ccId=7,上市,新台幣 10 元,無,0 股,每年,處長,經理,IR@holystone.com.tw,
3027,盛達,通信網路業,盛達電業股份有限公司,BILLION,3/26/1973,3/26/1973,9.89 億元,25 億元,"98,856,311 股  (含私募0股)",合併,陳忠廷,陳弘政,陳弘政,無,33659498,02-29145665,02-29182895,press@billion.com,http://www.billion.com,新北市新店區中興路2段192號8樓,"8F., No.192, Sec. 2, Zhongxing Rd.,Xindian Dist., Xinbei City, Taiwan",電源供應器和LED驅動器等零組件設計製造和銷售業務智慧型電網解決方案和多網合一網路產品設計製造和銷售業務網路通訊設備和寬頻電力線產品設計製造和銷售業務,群益金鼎證券股份有限公司,02-27035000,台北巿敦化南路2段97號B2,勤業眾信聯合會計師事務所,"陳招美, 張耿禧",蔡亭君,2914-5665,http://www.billion.com/index.aspx?lang=TW,上市,新台幣 10 元,無,0 股,每年,總經理,管理部經理,press@billion.com,
3028,增你強,電子通路業,增你強股份有限公司,ZENITRON,10/6/1982,10/6/1982,21.4 億元,62.1 億元,"213,824,864 股  (含私募0股)",合併,周友義,葉律昌,葉律昌,周俊賢,12401698,(02)2792-8788,(02)2796-8080,tommy_yeh@zenitron.com.tw,www.zenitron.com.tw,台北市內湖區新湖二路250巷8號,"NO.8,Lane 250,Sinhu 2nd Rd.,Neihu DistrictTaipei City,Taiwan,R.O.C",各種電子零件、組件之進出口業務,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,"陳晉昌, 林一帆",葉律昌,(02)2792-8788,www.zenitron.com.tw/_ch/01_about/01_detail.php?Mai,上市,新台幣 10 元,有,0 股,每年,總經理,總經理,tommy_yeh@zenitron.com.tw,
3029,零壹,資訊服務業,零壹科技股份有限公司,ZERO ONE,6/27/1980,6/27/1980,12.6 億元,60.1 億元,"125,640,212 股  (含私募0股)",合併,林嘉勳,黃素娥,金可玫,周良一,30922431,26565656,26560810,cmichelle@zerone.com.tw,www.zerone.com.tw,台北市內湖區內湖路一段360巷8號10樓,"10F., No.8, Ln. 360, Sec. 1, Neihu Rd., Neihu Dist., Taipei City 114, TaiwanTaipei,114 Taiwan R.O.C.",網路軟體.硬體產品之代理製造及開發。產品分類：1. 網路暨資訊安全、2. IT基礎架構、3. 雲平台與應用、4. 大數據與應用、5. 其他。,元富證券股份有限公司,(02)2768-6668,105台北市松山區光復北路11巷35號B1,勤業眾信會計師事務所,"李振銘, 陳培德",金可玫,26565656,WWW.ZERONE.COM.TW,上市,新台幣 10 元,有,0 股,每年,財務處處長,財務處處長,michelle@zerone.com.tw,
3030,德律,其他電子業,德律科技股份有限公司,TRI,4/10/1989,4/10/1989,23.6 億元,139.4 億元,"236,216,000 股  (含私募0股)",合併,陳玠源,陳玠源,林江淮,陳冠元,23292535,(02)2832-8918,(02)2832-0598,ir@tri.com.tw,http://www.tri.com.tw,台北市士林區德行西路45號7樓,"7F., No.45, Dexing W. Rd., Shilin District, Taipei CityTaiwan,Taipei",組裝電路板自動檢測設備暨相關治具自動檢測設備,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,"潘慧玲, 廖阿甚",陳冠元,(02)2832-8918,http://www.tri.com.tw/tw/investor/investor.html,上市,新台幣 10 元,無,0 股,每年,營業部副總經理,財務部資深經理,ir@tri.com.tw,
3031,佰鴻,光電業,佰鴻工業股份有限公司,BRIGHT,6/1/1981,6/1/1981,18.2 億元,33 億元,"181,674,224 股  (含私募0股)",合併,廖宗仁,廖宗仁,林美蓮,廖心蓓,34452164,(02)29591090,(02)29547006,may.lin@brtled.com,www.brtled.com,新北市板橋區和平路19~25號3樓,"3F., No.19, Heping Rd.,Banqiao Dist., New Taipei City, Taiwan",電子工業,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,"許育峰, 李慈慧",林美蓮,02-29591090#210,www.brtled.com/web/investor/investor_8.jsp?no=7,上市,新台幣 10 元,無,0 股,每年,處長,處長,may.lin@brtled.com,
3032,偉訓,電子零組件業,偉訓科技股份有限公司,COMPUCASE,2/16/1979,2/16/1979,11.3 億元,55.5 億元,"113,285,626 股  (含私募10,000,000股)",合併,柯吉源,王駿東,王駿東,陳慧珊,69577160,06-3560606,06-3560505,yachu-hong@hec-group.com.tw,http://www.hec-group.com.tw,台南市安南區安和路二段54巷225號,"NO.225,LANE 54,SEC.2,AN HO ROND.TAINAN, TAIWAN, R.O.C.",電腦機殼產品電源供應器等資訊產品,元大證券股份有限公司,02-2586-5859,台北市大同區承德路三段210號地下1樓,勤業眾信聯合會計師事務所,"吳秋燕, 楊朝欽",陳慧珊,06-3560606#108,http://www.hec-group.com.tw/index.php?id=170&L=1,上市,新台幣 10 元,無,0 股,每年,總經理,經理,stacey-chen@hec-group.com.tw,
